,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
1975,Haiti,2008,u5mr,Under-five mortality rate,-8.25,USAID,103663022.0
1976,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,81914170.0
1977,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,2983650.0
1978,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,1320255.0
1979,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,1017091.0
1980,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,126542009.0
1981,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,3580.0
1982,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,1143806.0
1983,Haiti,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,247664600.0
1984,Haiti,2009,life_ex,Life Expectancy,32.5,AGR,81914170.0
1985,Haiti,2009,life_ex,Life Expectancy,32.5,DOL,2983650.0
1986,Haiti,2009,life_ex,Life Expectancy,32.5,HHS,1320255.0
1987,Haiti,2009,life_ex,Life Expectancy,32.5,IAF,1017091.0
1988,Haiti,2009,life_ex,Life Expectancy,32.5,STATE,126542009.0
1989,Haiti,2009,life_ex,Life Expectancy,32.5,TDA,3580.0
1990,Haiti,2009,life_ex,Life Expectancy,32.5,TREAS,1143806.0
1991,Haiti,2009,life_ex,Life Expectancy,32.5,USAID,247664600.0
1992,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,AGR,81914170.0
1993,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,DOL,2983650.0
1994,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,HHS,1320255.0
1995,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,IAF,1017091.0
1996,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,STATE,126542009.0
1997,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,TDA,3580.0
1998,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,TREAS,1143806.0
1999,Haiti,2009,obesitya,Obesity prevalence among adults (%),-15.0,USAID,247664600.0
2000,Haiti,2009,u5mr,Under-five mortality rate,-8.1,AGR,81914170.0
2001,Haiti,2009,u5mr,Under-five mortality rate,-8.1,DOL,2983650.0
2002,Haiti,2009,u5mr,Under-five mortality rate,-8.1,HHS,1320255.0
2003,Haiti,2009,u5mr,Under-five mortality rate,-8.1,IAF,1017091.0
2004,Haiti,2009,u5mr,Under-five mortality rate,-8.1,STATE,126542009.0
2005,Haiti,2009,u5mr,Under-five mortality rate,-8.1,TDA,3580.0
2006,Haiti,2009,u5mr,Under-five mortality rate,-8.1,TREAS,1143806.0
2007,Haiti,2009,u5mr,Under-five mortality rate,-8.1,USAID,247664600.0
2008,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,199218596.0
2009,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,DOT,1893030.0
2010,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,2860574.0
2011,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,301958.0
2012,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,177454442.0
2013,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TDA,2361110.0
2014,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TREAS,159149.0
2015,Haiti,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,732921099.0
2016,Haiti,2010,life_ex,Life Expectancy,60.0,AGR,199218596.0
2017,Haiti,2010,life_ex,Life Expectancy,60.0,DOT,1893030.0
2018,Haiti,2010,life_ex,Life Expectancy,60.0,HHS,2860574.0
2019,Haiti,2010,life_ex,Life Expectancy,60.0,IAF,301958.0
2020,Haiti,2010,life_ex,Life Expectancy,60.0,STATE,177454442.0
2021,Haiti,2010,life_ex,Life Expectancy,60.0,TDA,2361110.0
2022,Haiti,2010,life_ex,Life Expectancy,60.0,TREAS,159149.0
2023,Haiti,2010,life_ex,Life Expectancy,60.0,USAID,732921099.0
2024,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,AGR,199218596.0
2025,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,DOT,1893030.0
2026,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,HHS,2860574.0
2027,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,IAF,301958.0
2028,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,STATE,177454442.0
2029,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,TDA,2361110.0
2030,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,TREAS,159149.0
2031,Haiti,2010,obesitya,Obesity prevalence among adults (%),-15.5,USAID,732921099.0
2032,Haiti,2010,u5mr,Under-five mortality rate,-20.35,AGR,199218596.0
2033,Haiti,2010,u5mr,Under-five mortality rate,-20.35,DOT,1893030.0
2034,Haiti,2010,u5mr,Under-five mortality rate,-20.35,HHS,2860574.0
2035,Haiti,2010,u5mr,Under-five mortality rate,-20.35,IAF,301958.0
2036,Haiti,2010,u5mr,Under-five mortality rate,-20.35,STATE,177454442.0
2037,Haiti,2010,u5mr,Under-five mortality rate,-20.35,TDA,2361110.0
2038,Haiti,2010,u5mr,Under-five mortality rate,-20.35,TREAS,159149.0
2039,Haiti,2010,u5mr,Under-five mortality rate,-20.35,USAID,732921099.0
2040,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,AGR,56933350.0
2041,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,DOT,4966.0
2042,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,HHS,41101712.0
2043,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,IAF,1267639.0
2044,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,STATE,183552877.0
2045,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,TDA,17401.0
2046,Haiti,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,USAID,387382105.0
2047,Haiti,2011,life_ex,Life Expectancy,61.4,AGR,56933350.0
2048,Haiti,2011,life_ex,Life Expectancy,61.4,DOT,4966.0
2049,Haiti,2011,life_ex,Life Expectancy,61.4,HHS,41101712.0
2050,Haiti,2011,life_ex,Life Expectancy,61.4,IAF,1267639.0
2051,Haiti,2011,life_ex,Life Expectancy,61.4,STATE,183552877.0
2052,Haiti,2011,life_ex,Life Expectancy,61.4,TDA,17401.0
2053,Haiti,2011,life_ex,Life Expectancy,61.4,USAID,387382105.0
2054,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,AGR,56933350.0
2055,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,DOT,4966.0
2056,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,HHS,41101712.0
2057,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,IAF,1267639.0
2058,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,STATE,183552877.0
2059,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,TDA,17401.0
2060,Haiti,2011,obesitya,Obesity prevalence among adults (%),-16.0,USAID,387382105.0
2061,Haiti,2011,u5mr,Under-five mortality rate,-7.75,AGR,56933350.0
2062,Haiti,2011,u5mr,Under-five mortality rate,-7.75,DOT,4966.0
2063,Haiti,2011,u5mr,Under-five mortality rate,-7.75,HHS,41101712.0
2064,Haiti,2011,u5mr,Under-five mortality rate,-7.75,IAF,1267639.0
2065,Haiti,2011,u5mr,Under-five mortality rate,-7.75,STATE,183552877.0
2066,Haiti,2011,u5mr,Under-five mortality rate,-7.75,TDA,17401.0
2067,Haiti,2011,u5mr,Under-five mortality rate,-7.75,USAID,387382105.0
2068,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,AGR,28611093.0
2069,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,HHS,50661213.0
2070,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,IAF,686036.0
2071,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,STATE,208852932.0
2072,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,TDA,22771.0
2073,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,TREAS,1862414.0
2074,Haiti,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-2.5,USAID,265740523.0
2075,Haiti,2012,life_ex,Life Expectancy,61.6,AGR,28611093.0
2076,Haiti,2012,life_ex,Life Expectancy,61.6,HHS,50661213.0
2077,Haiti,2012,life_ex,Life Expectancy,61.6,IAF,686036.0
2078,Haiti,2012,life_ex,Life Expectancy,61.6,STATE,208852932.0
2079,Haiti,2012,life_ex,Life Expectancy,61.6,TDA,22771.0
2080,Haiti,2012,life_ex,Life Expectancy,61.6,TREAS,1862414.0
2081,Haiti,2012,life_ex,Life Expectancy,61.6,USAID,265740523.0
2082,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,AGR,28611093.0
2083,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,HHS,50661213.0
2084,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,IAF,686036.0
2085,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,STATE,208852932.0
2086,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,TDA,22771.0
2087,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,TREAS,1862414.0
2088,Haiti,2012,obesitya,Obesity prevalence among adults (%),-17.0,USAID,265740523.0
2089,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,AGR,28611093.0
2090,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,HHS,50661213.0
2091,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,IAF,686036.0
2092,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,STATE,208852932.0
2093,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,TDA,22771.0
2094,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,TREAS,1862414.0
2095,Haiti,2012,u5mr,Under-five mortality rate,-9.350000000000001,USAID,265740523.0
2096,Haiti,2012,u5mr,Under-five mortality rate,-7.55,AGR,28611093.0
2097,Haiti,2012,u5mr,Under-five mortality rate,-7.55,HHS,50661213.0
2098,Haiti,2012,u5mr,Under-five mortality rate,-7.55,IAF,686036.0
2099,Haiti,2012,u5mr,Under-five mortality rate,-7.55,STATE,208852932.0
2100,Haiti,2012,u5mr,Under-five mortality rate,-7.55,TDA,22771.0
2101,Haiti,2012,u5mr,Under-five mortality rate,-7.55,TREAS,1862414.0
2102,Haiti,2012,u5mr,Under-five mortality rate,-7.55,USAID,265740523.0
2103,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,34275957.0
2104,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,12432672.0
2105,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,688772.0
2106,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,169698524.0
2107,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TREAS,863494.0
2108,Haiti,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,237308147.0
2109,Haiti,2013,life_ex,Life Expectancy,61.9,AGR,34275957.0
2110,Haiti,2013,life_ex,Life Expectancy,61.9,HHS,12432672.0
2111,Haiti,2013,life_ex,Life Expectancy,61.9,IAF,688772.0
2112,Haiti,2013,life_ex,Life Expectancy,61.9,STATE,169698524.0
2113,Haiti,2013,life_ex,Life Expectancy,61.9,TREAS,863494.0
2114,Haiti,2013,life_ex,Life Expectancy,61.9,USAID,237308147.0
2115,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,AGR,34275957.0
2116,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,HHS,12432672.0
2117,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,IAF,688772.0
2118,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,STATE,169698524.0
2119,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,TREAS,863494.0
2120,Haiti,2013,obesitya,Obesity prevalence among adults (%),-18.0,USAID,237308147.0
2121,Haiti,2013,u5mr,Under-five mortality rate,-7.4,AGR,34275957.0
2122,Haiti,2013,u5mr,Under-five mortality rate,-7.4,HHS,12432672.0
2123,Haiti,2013,u5mr,Under-five mortality rate,-7.4,IAF,688772.0
2124,Haiti,2013,u5mr,Under-five mortality rate,-7.4,STATE,169698524.0
2125,Haiti,2013,u5mr,Under-five mortality rate,-7.4,TREAS,863494.0
2126,Haiti,2013,u5mr,Under-five mortality rate,-7.4,USAID,237308147.0
2127,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,20255519.0
2128,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,15361935.0
2129,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,488631.0
2130,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,175457433.0
2131,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TREAS,6475540.0
2132,Haiti,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,167024583.0
2133,Haiti,2014,life_ex,Life Expectancy,62.2,AGR,20255519.0
2134,Haiti,2014,life_ex,Life Expectancy,62.2,HHS,15361935.0
2135,Haiti,2014,life_ex,Life Expectancy,62.2,IAF,488631.0
2136,Haiti,2014,life_ex,Life Expectancy,62.2,STATE,175457433.0
2137,Haiti,2014,life_ex,Life Expectancy,62.2,TREAS,6475540.0
2138,Haiti,2014,life_ex,Life Expectancy,62.2,USAID,167024583.0
2139,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,AGR,20255519.0
2140,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,HHS,15361935.0
2141,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,IAF,488631.0
2142,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,STATE,175457433.0
2143,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,TREAS,6475540.0
2144,Haiti,2014,obesitya,Obesity prevalence among adults (%),-19.0,USAID,167024583.0
2145,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,AGR,20255519.0
2146,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,HHS,15361935.0
2147,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,IAF,488631.0
2148,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,STATE,175457433.0
2149,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,TREAS,6475540.0
2150,Haiti,2014,u5mr,Under-five mortality rate,-7.199999999999999,USAID,167024583.0
2151,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,7198937.0
2152,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,10716496.0
2153,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,896844.0
2154,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,162506969.0
2155,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TDA,526086.0
2156,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TREAS,45273.0
2157,Haiti,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,367024974.0
2158,Haiti,2015,life_ex,Life Expectancy,62.4,AGR,7198937.0
2159,Haiti,2015,life_ex,Life Expectancy,62.4,HHS,10716496.0
2160,Haiti,2015,life_ex,Life Expectancy,62.4,IAF,896844.0
2161,Haiti,2015,life_ex,Life Expectancy,62.4,STATE,162506969.0
2162,Haiti,2015,life_ex,Life Expectancy,62.4,TDA,526086.0
2163,Haiti,2015,life_ex,Life Expectancy,62.4,TREAS,45273.0
2164,Haiti,2015,life_ex,Life Expectancy,62.4,USAID,367024974.0
2165,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,AGR,7198937.0
2166,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,HHS,10716496.0
2167,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,IAF,896844.0
2168,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,STATE,162506969.0
2169,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,TDA,526086.0
2170,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,TREAS,45273.0
2171,Haiti,2015,obesitya,Obesity prevalence among adults (%),-20.0,USAID,367024974.0
2172,Haiti,2015,u5mr,Under-five mortality rate,-7.0,AGR,7198937.0
2173,Haiti,2015,u5mr,Under-five mortality rate,-7.0,HHS,10716496.0
2174,Haiti,2015,u5mr,Under-five mortality rate,-7.0,IAF,896844.0
2175,Haiti,2015,u5mr,Under-five mortality rate,-7.0,STATE,162506969.0
2176,Haiti,2015,u5mr,Under-five mortality rate,-7.0,TDA,526086.0
2177,Haiti,2015,u5mr,Under-five mortality rate,-7.0,TREAS,45273.0
2178,Haiti,2015,u5mr,Under-five mortality rate,-7.0,USAID,367024974.0
2179,Haiti,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,19410996.0
2180,Haiti,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,8529519.0
2181,Haiti,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,387594.0
2182,Haiti,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,162986448.0
2183,Haiti,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,227788088.0
2184,Haiti,2016,life_ex,Life Expectancy,63.1,AGR,19410996.0
2185,Haiti,2016,life_ex,Life Expectancy,63.1,HHS,8529519.0
2186,Haiti,2016,life_ex,Life Expectancy,63.1,IAF,387594.0
2187,Haiti,2016,life_ex,Life Expectancy,63.1,STATE,162986448.0
2188,Haiti,2016,life_ex,Life Expectancy,63.1,USAID,227788088.0
2189,Haiti,2016,obesitya,Obesity prevalence among adults (%),-20.0,AGR,19410996.0
2190,Haiti,2016,obesitya,Obesity prevalence among adults (%),-20.0,HHS,8529519.0
2191,Haiti,2016,obesitya,Obesity prevalence among adults (%),-20.0,IAF,387594.0
2192,Haiti,2016,obesitya,Obesity prevalence among adults (%),-20.0,STATE,162986448.0
2193,Haiti,2016,obesitya,Obesity prevalence among adults (%),-20.0,USAID,227788088.0
2194,Haiti,2016,u5mr,Under-five mortality rate,-8.2,AGR,19410996.0
2195,Haiti,2016,u5mr,Under-five mortality rate,-8.2,HHS,8529519.0
2196,Haiti,2016,u5mr,Under-five mortality rate,-8.2,IAF,387594.0
2197,Haiti,2016,u5mr,Under-five mortality rate,-8.2,STATE,162986448.0
2198,Haiti,2016,u5mr,Under-five mortality rate,-8.2,USAID,227788088.0
2199,Haiti,2016,u5mr,Under-five mortality rate,-6.800000000000001,AGR,19410996.0
2200,Haiti,2016,u5mr,Under-five mortality rate,-6.800000000000001,HHS,8529519.0
2201,Haiti,2016,u5mr,Under-five mortality rate,-6.800000000000001,IAF,387594.0
2202,Haiti,2016,u5mr,Under-five mortality rate,-6.800000000000001,STATE,162986448.0
2203,Haiti,2016,u5mr,Under-five mortality rate,-6.800000000000001,USAID,227788088.0
2204,Haiti,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,36488489.0
2205,Haiti,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,6143236.0
2206,Haiti,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,854970.0
2207,Haiti,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,96737198.0
2208,Haiti,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,218129858.0
2209,Haiti,2017,life_ex,Life Expectancy,63.5,AGR,36488489.0
2210,Haiti,2017,life_ex,Life Expectancy,63.5,HHS,6143236.0
2211,Haiti,2017,life_ex,Life Expectancy,63.5,IAF,854970.0
2212,Haiti,2017,life_ex,Life Expectancy,63.5,STATE,96737198.0
2213,Haiti,2017,life_ex,Life Expectancy,63.5,USAID,218129858.0
2214,Haiti,2017,u5mr,Under-five mortality rate,-6.55,AGR,36488489.0
2215,Haiti,2017,u5mr,Under-five mortality rate,-6.55,HHS,6143236.0
2216,Haiti,2017,u5mr,Under-five mortality rate,-6.55,IAF,854970.0
2217,Haiti,2017,u5mr,Under-five mortality rate,-6.55,STATE,96737198.0
2218,Haiti,2017,u5mr,Under-five mortality rate,-6.55,USAID,218129858.0
2219,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,3652058.0
2220,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,14458563.0
2221,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,1272586.0
2222,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,99627833.0
2223,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TREAS,9042.0
2224,Haiti,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,160983489.0
2225,Haiti,2018,life_ex,Life Expectancy,63.8,AGR,3652058.0
2226,Haiti,2018,life_ex,Life Expectancy,63.8,HHS,14458563.0
2227,Haiti,2018,life_ex,Life Expectancy,63.8,IAF,1272586.0
2228,Haiti,2018,life_ex,Life Expectancy,63.8,STATE,99627833.0
2229,Haiti,2018,life_ex,Life Expectancy,63.8,TREAS,9042.0
2230,Haiti,2018,life_ex,Life Expectancy,63.8,USAID,160983489.0
2231,Haiti,2018,u5mr,Under-five mortality rate,-6.35,AGR,3652058.0
2232,Haiti,2018,u5mr,Under-five mortality rate,-6.35,HHS,14458563.0
2233,Haiti,2018,u5mr,Under-five mortality rate,-6.35,IAF,1272586.0
2234,Haiti,2018,u5mr,Under-five mortality rate,-6.35,STATE,99627833.0
2235,Haiti,2018,u5mr,Under-five mortality rate,-6.35,TREAS,9042.0
2236,Haiti,2018,u5mr,Under-five mortality rate,-6.35,USAID,160983489.0
2237,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,AGR,35703018.0
2238,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,HHS,1902697.0
2239,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,IAF,1210807.0
2240,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,STATE,127944854.0
2241,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,TDA,263215.0
2242,Haiti,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.0,USAID,137906915.0
2243,Haiti,2019,life_ex,Life Expectancy,63.9,AGR,35703018.0
2244,Haiti,2019,life_ex,Life Expectancy,63.9,HHS,1902697.0
2245,Haiti,2019,life_ex,Life Expectancy,63.9,IAF,1210807.0
2246,Haiti,2019,life_ex,Life Expectancy,63.9,STATE,127944854.0
2247,Haiti,2019,life_ex,Life Expectancy,63.9,TDA,263215.0
2248,Haiti,2019,life_ex,Life Expectancy,63.9,USAID,137906915.0
2249,Haiti,2019,u5mr,Under-five mortality rate,-6.25,AGR,35703018.0
2250,Haiti,2019,u5mr,Under-five mortality rate,-6.25,HHS,1902697.0
2251,Haiti,2019,u5mr,Under-five mortality rate,-6.25,IAF,1210807.0
2252,Haiti,2019,u5mr,Under-five mortality rate,-6.25,STATE,127944854.0
2253,Haiti,2019,u5mr,Under-five mortality rate,-6.25,TDA,263215.0
2254,Haiti,2019,u5mr,Under-five mortality rate,-6.25,USAID,137906915.0
2255,Haiti,2020,life_ex,Life Expectancy,64.4,AGR,8248662.0
2256,Haiti,2020,life_ex,Life Expectancy,64.4,HHS,1032037.0
2257,Haiti,2020,life_ex,Life Expectancy,64.4,IAF,1928788.0
2258,Haiti,2020,life_ex,Life Expectancy,64.4,STATE,138080385.0
2259,Haiti,2020,life_ex,Life Expectancy,64.4,USAID,130047717.0
2260,Haiti,2020,u5mr,Under-five mortality rate,-6.05,AGR,8248662.0
2261,Haiti,2020,u5mr,Under-five mortality rate,-6.05,HHS,1032037.0
2262,Haiti,2020,u5mr,Under-five mortality rate,-6.05,IAF,1928788.0
2263,Haiti,2020,u5mr,Under-five mortality rate,-6.05,STATE,138080385.0
2264,Haiti,2020,u5mr,Under-five mortality rate,-6.05,USAID,130047717.0
2265,Republic of Moldova,2002,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-11.0,,
2266,Republic of Moldova,2002,life_ex,Life Expectancy,69.1,,
2267,Republic of Moldova,2002,obesitya,Obesity prevalence among adults (%),-15.0,,
2268,Republic of Moldova,2002,u5mr,Under-five mortality rate,-2.5999999999999996,,
2269,Republic of Moldova,2003,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-12.0,,
2270,Republic of Moldova,2003,life_ex,Life Expectancy,69.4,,
2271,Republic of Moldova,2003,obesitya,Obesity prevalence among adults (%),-15.5,,
2272,Republic of Moldova,2003,u5mr,Under-five mortality rate,-2.35,,
2273,Republic of Moldova,2004,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-15.5,,
2274,Republic of Moldova,2004,life_ex,Life Expectancy,68.9,,
