setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount (Previous Year)
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,897506
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,45512932
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,141462
Yemen,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,146600483
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,58111809
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,571559
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,895444
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,35054190
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,33158703
Yemen,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,118259899
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,46684456
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,1519
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,46212500
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,99320597
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,165540385
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,44391494
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,142926971
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,302007263
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,54574
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,31856225
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,359315182
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,270661018
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,37078789
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,363694339
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,462672637
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,58431118
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,301781404
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,ADF,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,AGR,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DFC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOE,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOL,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,DOT,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,EPA,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,FTC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,HHS,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,IAF,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,LIC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,MCC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,NSF,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,PC,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,STATE,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TDA,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,TREAS,0
Yemen,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-0.5,USAID,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2003,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2004,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2005,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2006,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2007,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2008,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2009,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,STATE,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,TDA,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,TREAS,0
Yemen,2010,hh,Population using safely managed drinking water services (%),0,USAID,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,ADF,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,AGR,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,DFC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,DOC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,DOE,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,DOL,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,DOT,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,EPA,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,FTC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,HHS,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,IAF,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,LIC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,MCC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,NSF,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,PC,0
Yemen,2011,hh,Population using safely managed drinking water services (%),0,STATE,0
