,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount,country_year,country_year_indicator,country_year_indicator_agency
160,Ecuador,2006,u5mr,Under-five mortality rate,-2.25,AGR,9485059,Ecuador_2006,Ecuador_2006_u5mr,Ecuador_2006_u5mr_AGR
161,Ecuador,2006,u5mr,Under-five mortality rate,-2.25,IAF,1900147,Ecuador_2006,Ecuador_2006_u5mr,Ecuador_2006_u5mr_IAF
162,Ecuador,2006,u5mr,Under-five mortality rate,-2.25,PC,3446561,Ecuador_2006,Ecuador_2006_u5mr,Ecuador_2006_u5mr_PC
163,Ecuador,2006,u5mr,Under-five mortality rate,-2.25,STATE,22026035,Ecuador_2006,Ecuador_2006_u5mr,Ecuador_2006_u5mr_STATE
164,Ecuador,2006,u5mr,Under-five mortality rate,-2.25,USAID,19313805,Ecuador_2006,Ecuador_2006_u5mr,Ecuador_2006_u5mr_USAID
165,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOC,2177,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_DOC
166,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOE,148102,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_DOE
167,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOL,117053,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_DOL
168,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,HHS,146131,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_HHS
169,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,1957426,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_IAF
170,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,3490134,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_PC
171,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,13827790,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_STATE
172,Ecuador,2007,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,9911075,Ecuador_2007,Ecuador_2007_alcohol,Ecuador_2007_alcohol_USAID
173,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,DOC,2177,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_DOC
174,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,DOE,148102,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_DOE
175,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,DOL,117053,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_DOL
176,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,HHS,146131,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_HHS
177,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,IAF,1957426,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_IAF
178,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,PC,3490134,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_PC
179,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,STATE,13827790,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_STATE
180,Ecuador,2007,hh,Population using safely managed drinking water services (%),58.5,USAID,9911075,Ecuador_2007,Ecuador_2007_hh,Ecuador_2007_hh_USAID
181,Ecuador,2007,life,Life Expectancy,73.8,DOC,2177,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_DOC
182,Ecuador,2007,life,Life Expectancy,73.8,DOE,148102,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_DOE
183,Ecuador,2007,life,Life Expectancy,73.8,DOL,117053,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_DOL
184,Ecuador,2007,life,Life Expectancy,73.8,HHS,146131,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_HHS
185,Ecuador,2007,life,Life Expectancy,73.8,IAF,1957426,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_IAF
186,Ecuador,2007,life,Life Expectancy,73.8,PC,3490134,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_PC
187,Ecuador,2007,life,Life Expectancy,73.8,STATE,13827790,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_STATE
188,Ecuador,2007,life,Life Expectancy,73.8,USAID,9911075,Ecuador_2007,Ecuador_2007_life,Ecuador_2007_life_USAID
189,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,DOC,2177,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_DOC
190,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,DOE,148102,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_DOE
191,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,DOL,117053,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_DOL
192,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,HHS,146131,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_HHS
193,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,IAF,1957426,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_IAF
194,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,PC,3490134,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_PC
195,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,STATE,13827790,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_STATE
196,Ecuador,2007,obesitya,Obesity prevalence among adults (%),-15.0,USAID,9911075,Ecuador_2007,Ecuador_2007_obesitya,Ecuador_2007_obesitya_USAID
197,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,DOC,2177,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_DOC
198,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,DOE,148102,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_DOE
199,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,DOL,117053,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_DOL
200,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,HHS,146131,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_HHS
201,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,IAF,1957426,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_IAF
202,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,PC,3490134,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_PC
203,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,STATE,13827790,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_STATE
204,Ecuador,2007,u5mr,Under-five mortality rate,-2.15,USAID,9911075,Ecuador_2007,Ecuador_2007_u5mr,Ecuador_2007_u5mr_USAID
205,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,AGR,1077861,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_AGR
206,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOE,48286,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_DOE
207,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,HHS,150290,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_HHS
208,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,1646716,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_IAF
209,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,3199786,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_PC
210,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,3787016,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_STATE
211,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,TREAS,250365,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_TREAS
212,Ecuador,2008,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,25202633,Ecuador_2008,Ecuador_2008_alcohol,Ecuador_2008_alcohol_USAID
213,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,AGR,1077861,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_AGR
214,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,DOE,48286,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_DOE
215,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,HHS,150290,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_HHS
216,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,IAF,1646716,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_IAF
217,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,PC,3199786,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_PC
218,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,STATE,3787016,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_STATE
219,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,TREAS,250365,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_TREAS
220,Ecuador,2008,hh,Population using safely managed drinking water services (%),59.0,USAID,25202633,Ecuador_2008,Ecuador_2008_hh,Ecuador_2008_hh_USAID
221,Ecuador,2008,life,Life Expectancy,74.1,AGR,1077861,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_AGR
222,Ecuador,2008,life,Life Expectancy,74.1,DOE,48286,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_DOE
223,Ecuador,2008,life,Life Expectancy,74.1,HHS,150290,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_HHS
224,Ecuador,2008,life,Life Expectancy,74.1,IAF,1646716,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_IAF
225,Ecuador,2008,life,Life Expectancy,74.1,PC,3199786,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_PC
226,Ecuador,2008,life,Life Expectancy,74.1,STATE,3787016,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_STATE
227,Ecuador,2008,life,Life Expectancy,74.1,TREAS,250365,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_TREAS
228,Ecuador,2008,life,Life Expectancy,74.1,USAID,25202633,Ecuador_2008,Ecuador_2008_life,Ecuador_2008_life_USAID
229,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,AGR,1077861,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_AGR
230,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,DOE,48286,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_DOE
231,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,HHS,150290,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_HHS
232,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,IAF,1646716,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_IAF
233,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,PC,3199786,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_PC
234,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,STATE,3787016,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_STATE
235,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,TREAS,250365,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_TREAS
236,Ecuador,2008,obesitya,Obesity prevalence among adults (%),-15.5,USAID,25202633,Ecuador_2008,Ecuador_2008_obesitya,Ecuador_2008_obesitya_USAID
237,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,AGR,1077861,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_AGR
238,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,DOE,48286,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_DOE
239,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,HHS,150290,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_HHS
240,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,IAF,1646716,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_IAF
241,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,PC,3199786,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_PC
242,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,STATE,3787016,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_STATE
243,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,TREAS,250365,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_TREAS
244,Ecuador,2008,u5mr,Under-five mortality rate,-2.05,USAID,25202633,Ecuador_2008,Ecuador_2008_u5mr,Ecuador_2008_u5mr_USAID
245,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOE,14501,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_DOE
246,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,HHS,176035,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_HHS
247,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,IAF,974149,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_IAF
248,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,PC,4165175,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_PC
249,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,STATE,6279428,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_STATE
250,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,TREAS,80845,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_TREAS
251,Ecuador,2009,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,USAID,31922311,Ecuador_2009,Ecuador_2009_alcohol,Ecuador_2009_alcohol_USAID
252,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,DOE,14501,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_DOE
253,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,HHS,176035,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_HHS
254,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,IAF,974149,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_IAF
255,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,PC,4165175,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_PC
256,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,STATE,6279428,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_STATE
257,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,TREAS,80845,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_TREAS
258,Ecuador,2009,hh,Population using safely managed drinking water services (%),59.5,USAID,31922311,Ecuador_2009,Ecuador_2009_hh,Ecuador_2009_hh_USAID
259,Ecuador,2009,life,Life Expectancy,74.3,DOE,14501,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_DOE
260,Ecuador,2009,life,Life Expectancy,74.3,HHS,176035,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_HHS
261,Ecuador,2009,life,Life Expectancy,74.3,IAF,974149,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_IAF
262,Ecuador,2009,life,Life Expectancy,74.3,PC,4165175,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_PC
263,Ecuador,2009,life,Life Expectancy,74.3,STATE,6279428,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_STATE
264,Ecuador,2009,life,Life Expectancy,74.3,TREAS,80845,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_TREAS
265,Ecuador,2009,life,Life Expectancy,74.3,USAID,31922311,Ecuador_2009,Ecuador_2009_life,Ecuador_2009_life_USAID
266,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,DOE,14501,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_DOE
267,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,HHS,176035,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_HHS
268,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,IAF,974149,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_IAF
269,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,PC,4165175,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_PC
270,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,STATE,6279428,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_STATE
271,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,TREAS,80845,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_TREAS
272,Ecuador,2009,obesitya,Obesity prevalence among adults (%),-15.5,USAID,31922311,Ecuador_2009,Ecuador_2009_obesitya,Ecuador_2009_obesitya_USAID
273,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,DOE,14501,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_DOE
274,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,HHS,176035,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_HHS
275,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,IAF,974149,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_IAF
276,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,PC,4165175,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_PC
277,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,STATE,6279428,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_STATE
278,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,TREAS,80845,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_TREAS
279,Ecuador,2009,u5mr,Under-five mortality rate,-1.9500000000000002,USAID,31922311,Ecuador_2009,Ecuador_2009_u5mr,Ecuador_2009_u5mr_USAID
280,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,AGR,1250741,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_AGR
281,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOC,30766,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_DOC
282,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOE,205409,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_DOE
283,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,FTC,8187,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_FTC
284,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,IAF,763202,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_IAF
285,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,PC,3586103,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_PC
286,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,STATE,11687519,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_STATE
287,Ecuador,2010,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,USAID,30871273,Ecuador_2010,Ecuador_2010_alcohol,Ecuador_2010_alcohol_USAID
288,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,AGR,1250741,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_AGR
289,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,DOC,30766,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_DOC
290,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,DOE,205409,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_DOE
291,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,FTC,8187,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_FTC
292,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,IAF,763202,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_IAF
293,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,PC,3586103,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_PC
294,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,STATE,11687519,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_STATE
295,Ecuador,2010,hh,Population using safely managed drinking water services (%),60.0,USAID,30871273,Ecuador_2010,Ecuador_2010_hh,Ecuador_2010_hh_USAID
296,Ecuador,2010,life,Life Expectancy,74.9,AGR,1250741,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_AGR
297,Ecuador,2010,life,Life Expectancy,74.9,DOC,30766,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_DOC
298,Ecuador,2010,life,Life Expectancy,74.9,DOE,205409,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_DOE
299,Ecuador,2010,life,Life Expectancy,74.9,FTC,8187,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_FTC
300,Ecuador,2010,life,Life Expectancy,74.9,IAF,763202,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_IAF
301,Ecuador,2010,life,Life Expectancy,74.9,PC,3586103,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_PC
302,Ecuador,2010,life,Life Expectancy,74.9,STATE,11687519,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_STATE
303,Ecuador,2010,life,Life Expectancy,74.9,USAID,30871273,Ecuador_2010,Ecuador_2010_life,Ecuador_2010_life_USAID
304,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,AGR,1250741,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_AGR
305,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,DOC,30766,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_DOC
306,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,DOE,205409,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_DOE
307,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,FTC,8187,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_FTC
308,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,IAF,763202,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_IAF
309,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,PC,3586103,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_PC
310,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,STATE,11687519,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_STATE
311,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,USAID,30871273,Ecuador_2010,Ecuador_2010_obesitya,Ecuador_2010_obesitya_USAID
312,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,AGR,1250741,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_AGR
313,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,DOC,30766,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_DOC
314,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,DOE,205409,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_DOE
315,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,FTC,8187,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_FTC
316,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,IAF,763202,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_IAF
317,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,PC,3586103,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_PC
318,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,STATE,11687519,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_STATE
319,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,USAID,30871273,Ecuador_2010,Ecuador_2010_u5mr,Ecuador_2010_u5mr_USAID
